Datetime (date and time of sample collection),Days since 741001,"Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Sulfate, mg/L","Silica, mg/L","Conductivity, ¦Ìmho","Future, NA",Month
1/2/2012 20:00,,0.50,654.8,28.745,0.139,0.045,3.62,0.748,21.2,35.1,7.44,567,,1
1/9/2012 13:35,,0.33,261.1,30.033,0.091,0.025,2.83,0.751,24.1,42.0,7.46,645,,1
1/9/2012 20:00,,0.63,258.4,10.649,0.070,0.026,2.75,0.582,23.9,42.0,7.41,644,,1
1/10/2012 20:00,,1.00,251.4,7.843,0.054,0.025,2.76,0.538,23.8,42.2,7.41,646,,1
1/11/2012 20:00,,0.67,245.0,6.987,0.049,0.023,2.81,0.524,24.5,42.6,7.22,648,,1
1/12/2012 04:00,,0.33,249.0,7.180,0.051,0.023,2.76,0.518,25.0,42.2,7.27,650,,1
1/12/2012 12:00,,0.33,260.2,7.612,0.055,0.024,2.79,0.546,26.0,42.2,7.16,653,,1
1/12/2012 20:00,,0.33,279.8,15.151,0.069,0.026,2.89,0.629,28.2,42.0,7.16,652,,1
1/16/2012 13:35,,0.50,292.4,8.913,0.065,0.028,2.73,0.549,24.7,40.7,7.47,627,,1
1/16/2012 20:00,,0.47,302.3,11.066,0.071,0.028,2.81,0.661,26.2,40.6,7.08,640,,1
1/17/2012 12:00,,0.50,542.0,189.630,0.391,0.077,2.94,1.342,23.0,32.3,6.51,537,,1
1/17/2012 20:00,,0.33,873.8,267.090,0.680,0.127,3.11,1.985,18.2,22.6,5.82,422,,1
1/18/2012 04:00,,0.33,929.4,250.250,0.639,0.124,2.92,1.878,19.3,22.0,5.80,424,,1
1/18/2012 12:00,,0.33,951.2,242.880,0.689,0.150,3.06,1.895,17.1,21.1,5.77,389,,1
1/18/2012 20:00,,0.33,987.0,230.920,0.614,0.132,2.91,1.766,15.8,21.0,5.51,390,,1
1/19/2012 04:00,,0.33,1042.0,170.780,0.521,0.125,2.82,1.513,16.0,21.1,5.75,395,,1
1/19/2012 12:00,,0.33,1121.0,138.880,0.464,0.109,2.99,1.363,16.1,21.4,5.88,396,,1
1/19/2012 20:00,,0.33,1208.0,114.490,0.413,0.105,3.07,1.223,15.9,21.6,5.99,402,,1
1/20/2012 04:00,,0.33,1286.0,88.205,0.354,0.101,3.17,1.185,16.4,22.7,5.99,419,,1
1/20/2012 12:00,,0.33,1306.0,66.600,0.307,0.096,3.26,1.127,16.6,23.8,6.40,437,,1
1/22/2012 20:00,,0.33,867.5,29.668,0.164,0.071,3.60,0.917,21.5,32.2,7.09,558,,1
1/23/2012 12:00,,0.36,750.0,34.608,0.138,0.057,3.24,0.815,25.0,32.6,6.66,571,,1
1/23/2012 13:15,,0.17,763.6,29.947,0.136,0.055,3.38,0.938,25.3,34.8,6.77,583,,1
1/23/2012 20:00,,0.31,880.1,60.606,0.190,0.070,3.01,0.820,25.0,28.1,6.00,517,,1
1/24/2012 04:00,,0.33,989.3,54.766,0.193,0.071,3.04,0.796,23.7,28.1,5.94,507,,1
1/24/2012 12:00,,0.33,937.8,104.100,0.301,0.097,2.67,0.986,20.6,22.4,5.22,422,,1
1/24/2012 20:00,,0.33,960.4,84.075,0.282,0.094,3.11,0.957,19.5,25.4,5.60,418,,1
1/25/2012 04:00,,0.33,993.9,60.041,0.244,0.098,2.94,0.904,18.6,24.7,5.81,436,,1
1/25/2012 12:00,,0.33,1030.0,49.831,0.217,0.090,2.97,0.790,19.3,25.1,5.68,451,,1
1/25/2012 20:00,,0.33,1062.0,38.987,0.193,0.084,3.10,0.735,18.8,25.7,5.85,455,,1
1/26/2012 04:00,,0.33,1076.0,34.894,0.166,0.074,3.19,0.657,18.6,26.1,5.98,466,,1
1/26/2012 12:00,,0.33,1082.0,26.556,0.148,0.065,3.26,0.617,18.4,27.0,6.02,479,,1
1/26/2012 20:00,,0.67,1066.0,26.812,0.134,0.049,3.41,0.668,19.1,28.9,6.11,497,,1
1/27/2012 20:00,,1.00,969.4,21.133,0.113,0.050,3.52,0.609,22.1,32.3,6.44,543,,1
1/28/2012 20:00,,1.00,892.7,41.414,0.171,0.053,3.26,0.774,20.6,30.2,6.25,504,,1
1/29/2012 20:00,,0.83,831.8,27.173,0.128,0.051,3.60,0.642,23.0,33.0,6.37,550,,1
1/30/2012 12:00,,0.36,742.0,21.658,0.105,0.043,3.46,0.603,23.7,33.4,6.38,562,,1
1/30/2012 13:30,,0.17,736.0,20.391,0.097,0.041,3.57,0.676,24.6,34.7,6.60,571,,1
1/30/2012 20:00,,0.64,681.8,20.779,0.094,0.044,3.64,0.668,26.3,35.2,6.59,584,,1
1/31/2012 20:00,,1.00,510.0,19.277,0.076,0.039,3.58,0.534,25.2,37.8,6.66,609,,1
2/1/2012 20:00,,0.67,631.4,44.619,0.152,0.047,3.65,0.707,22.0,36.0,6.54,562,,2
2/2/2012 04:00,,0.33,662.0,52.845,0.173,0.057,3.58,0.829,20.1,33.2,6.34,521,,2
2/2/2012 12:00,,0.33,685.4,47.532,0.176,0.056,3.72,0.865,20.3,33.1,6.16,512,,2
2/2/2012 20:00,,0.67,698.0,44.241,0.165,0.056,3.80,0.831,20.3,32.3,6.25,520,,2
2/3/2012 20:00,,1.00,663.8,30.927,0.113,0.045,3.86,0.694,20.9,34.4,6.26,556,,2
2/4/2012 20:00,,1.00,535.6,22.336,0.081,0.033,3.65,0.508,23.2,36.3,6.00,588,,2
2/5/2012 20:00,,0.83,428.0,19.466,0.068,0.028,3.53,0.467,22.2,38.1,5.98,602,,2
2/6/2012 12:00,,0.36,377.4,16.494,0.060,0.030,3.45,0.524,23.2,38.9,5.88,610,,2
2/6/2012 13:30,,0.17,376.1,15.042,0.054,0.030,3.48,0.486,23.4,39.6,6.07,614,,2
2/6/2012 20:00,,0.64,356.6,19.665,0.055,0.025,3.20,0.527,22.6,37.9,6.06,611,,2
2/7/2012 20:00,,1.00,309.8,15.799,0.048,0.019,3.14,0.486,23.1,39.1,6.07,618,,2
2/8/2012 20:00,,1.00,282.2,12.533,0.041,0.023,2.97,0.469,23.0,39.1,5.77,624,,2
2/9/2012 20:00,,1.00,262.0,11.446,0.039,0.020,2.87,0.518,23.2,39.6,5.85,629,,2
2/10/2012 20:00,,1.00,245.0,12.658,0.037,0.020,2.87,0.512,23.9,40.4,5.84,634,,2
2/12/2012 20:00,,0.33,221.0,19.354,0.045,0.019,2.83,0.515,24.7,41.3,6.06,647,,2
2/13/2012 12:00,,0.35,216.2,10.186,0.034,0.017,2.85,0.530,25.1,42.2,6.15,650,,2
2/13/2012 12:45,,0.17,222.6,7.231,0.045,0.016,2.90,0.526,25.7,43.2,6.25,654,,2
2/13/2012 20:00,,0.65,248.2,16.717,0.048,0.018,2.95,0.604,25.8,43.5,5.84,651,,2
2/14/2012 20:00,,1.00,219.4,18.867,0.045,0.019,2.82,0.658,29.2,45.3,5.91,659,,2
2/15/2012 20:00,,1.00,202.8,10.507,0.040,0.016,2.47,0.596,28.5,42.2,5.61,646,,2
2/16/2012 20:00,,1.00,212.3,14.084,0.047,0.019,2.49,0.649,31.6,43.5,5.49,656,,2
2/17/2012 20:00,,1.00,254.8,20.599,0.053,0.021,2.55,0.631,32.7,43.5,5.38,658,,2
2/18/2012 20:00,,1.00,279.8,19.374,0.057,0.018,2.51,0.741,28.6,41.1,5.19,633,,2
2/19/2012 20:00,,0.83,265.2,13.774,0.049,0.018,2.49,0.631,26.5,39.7,5.21,621,,2
2/20/2012 12:00,,0.35,247.4,14.138,0.048,0.015,2.39,0.572,25.6,39.5,5.11,619,,2
2/20/2012 12:55,,0.17,245.8,9.929,0.039,0.015,2.47,0.749,26.2,40.9,5.20,623,,2
2/20/2012 20:00,,0.65,237.8,6.686,0.052,0.014,2.47,0.468,26.6,40.8,5.06,619,,2
2/21/2012 20:00,,1.00,220.2,8.264,0.041,0.009,2.39,0.472,29.1,41.3,5.05,642,,2
2/22/2012 20:00,,1.00,225.0,24.456,0.049,0.007,2.48,0.478,31.3,41.7,4.98,633,,2
2/23/2012 20:00,,0.67,323.0,30.562,0.090,0.022,2.78,0.709,29.0,41.9,5.07,631,,2
2/24/2012 04:00,,0.33,407.0,55.427,0.165,0.015,3.12,1.002,33.9,38.8,5.20,612,,2
2/24/2012 12:00,,0.33,516.4,64.327,0.207,0.042,3.44,1.024,29.5,36.8,5.15,575,,2
2/24/2012 20:00,,0.33,631.4,74.611,0.268,0.061,3.84,1.266,29.9,34.0,5.43,552,,2
2/25/2012 04:00,,0.33,672.8,60.175,0.222,0.054,3.85,1.173,29.9,34.3,5.53,561,,2
2/25/2012 12:00,,0.33,703.7,88.174,0.282,0.059,3.80,1.087,29.4,33.1,5.56,529,,2
2/25/2012 20:00,,0.33,730.3,85.653,0.278,0.058,3.71,1.293,24.6,30.9,5.50,491,,2
2/26/2012 04:00,,0.33,756.0,99.893,0.304,0.068,3.77,1.484,22.9,27.7,5.10,466,,2
2/26/2012 12:00,,0.33,773.1,67.643,0.238,0.047,3.91,1.142,23.2,29.8,5.48,498,,2
2/26/2012 20:00,,0.50,779.0,50.865,0.173,0.043,4.16,0.880,26.2,33.3,5.80,538,,2
2/27/2012 12:00,,0.35,705.6,37.074,0.129,0.041,4.05,0.778,27.2,35.9,5.83,574,,2
2/27/2012 13:00,,0.17,698.0,30.848,0.128,0.028,4.15,0.753,27.1,35.9,5.90,579,,2
2/27/2012 20:00,,0.65,624.3,34.239,0.102,0.043,4.03,0.768,29.2,37.4,6.17,590,,2
2/28/2012 20:00,,0.67,412.6,29.109,0.069,0.033,3.40,0.577,26.8,38.1,5.73,611,,2
2/29/2012 04:00,,0.33,385.2,21.640,0.056,0.030,3.18,0.572,26.3,37.6,5.70,610,,2
2/29/2012 12:00,,0.33,607.3,209.710,0.439,0.096,3.10,1.237,23.5,31.2,5.22,530,,2
2/29/2012 20:00,,0.33,771.2,207.020,0.517,0.097,3.31,1.465,21.3,27.3,5.35,485,,2
3/1/2012 04:00,,0.33,819.2,187.500,0.466,0.084,3.16,1.444,25.1,28.5,5.32,501,,3
3/1/2012 12:00,,0.33,852.8,261.760,0.615,0.097,3.21,2.073,20.5,25.9,5.20,435,,3
3/1/2012 20:00,,0.33,886.4,294.290,0.613,0.092,2.95,1.982,17.3,23.0,5.03,414,,3
3/2/2012 04:00,,0.33,931.5,162.560,0.476,0.085,2.85,1.660,17.2,23.0,5.09,419,,3
3/2/2012 12:00,,0.33,978.2,150.100,0.375,0.079,2.78,1.466,17.4,23.4,5.16,430,,3
3/2/2012 20:00,,0.33,1153.0,177.810,0.396,0.074,3.01,1.430,17.2,23.2,5.41,436,,3
3/3/2012 04:00,,0.33,1450.0,311.700,0.626,0.104,2.76,1.739,15.4,19.8,5.18,395,,3
3/3/2012 12:00,,0.33,1578.0,191.270,0.499,0.104,2.81,1.411,16.1,21.5,5.44,415,,3
3/3/2012 20:00,,0.33,1640.0,170.800,0.485,0.102,2.91,1.601,17.1,22.0,5.58,419,,3
3/4/2012 04:00,,0.33,1645.0,141.910,0.439,0.096,2.98,1.499,16.8,22.3,5.64,419,,3
3/4/2012 12:00,,0.33,1655.0,122.210,0.396,0.086,3.04,1.316,16.3,22.7,5.68,419,,3
3/4/2012 20:00,,0.33,1645.0,101.140,0.344,0.080,3.10,1.153,16.1,22.9,5.71,426,,3
3/5/2012 04:00,,0.33,1620.0,81.597,0.295,0.075,3.09,1.067,16.1,23.5,5.82,437,,3
3/5/2012 12:00,,0.20,1550.0,66.409,0.256,0.071,3.17,0.927,17.1,24.9,5.86,451,,3
3/5/2012 13:25,,0.17,1545.0,62.820,0.211,0.059,3.14,1.229,17.4,25.2,5.88,454,,3
3/5/2012 20:00,,0.30,1465.0,54.226,0.206,0.044,3.15,0.909,17.9,26.6,5.90,463,,3
3/6/2012 04:00,,0.33,1370.0,46.487,0.183,0.046,3.17,0.866,18.5,27.8,5.94,478,,3
3/6/2012 12:00,,0.33,1265.0,44.724,0.159,0.045,3.22,0.810,19.7,29.4,6.18,491,,3
3/6/2012 20:00,,0.33,1165.0,41.297,0.148,0.038,3.18,0.825,20.0,29.9,6.30,504,,3
3/7/2012 04:00,,0.33,1094.0,40.869,0.137,0.033,3.17,0.711,20.4,30.9,6.18,515,,3
3/7/2012 12:00,,0.33,1024.0,37.919,0.132,0.038,3.16,0.679,21.5,31.9,6.20,530,,3
3/7/2012 20:00,,0.67,946.6,38.680,0.123,0.039,3.10,0.736,22.3,32.7,6.20,541,,3
3/8/2012 20:00,,1.00,703.7,38.379,0.111,0.032,2.94,0.723,24.6,35.0,5.93,568,,3
3/9/2012 20:00,,1.00,575.0,46.798,0.125,0.024,2.61,0.759,23.5,35.8,5.61,565,,3
3/10/2012 20:00,,1.00,518.0,36.686,0.106,0.029,2.72,0.709,26.3,35.7,5.84,576,,3
3/11/2012 20:00,,0.83,426.6,31.679,0.085,0.023,2.65,0.610,24.4,37.2,5.86,589,,3
3/12/2012 12:00,,0.36,390.4,27.863,0.081,0.023,2.62,0.594,25.3,37.7,5.30,598,,3
3/12/2012 13:15,,0.17,390.4,26.990,0.088,0.021,2.73,0.688,25.6,39.3,5.34,603,,3
3/12/2012 20:00,,0.31,398.6,26.905,0.094,0.023,2.93,0.752,24.5,37.9,4.72,601,,3
3/13/2012 04:00,,0.33,492.5,31.028,0.105,0.034,2.89,0.764,25.9,38.2,4.56,603,,3
3/13/2012 12:00,,0.33,740.0,395.390,0.544,0.061,2.81,2.049,23.5,33.5,4.41,550,,3
3/13/2012 20:00,,0.33,821.3,843.750,0.792,0.096,2.85,2.564,18.9,28.0,4.27,474,,3
3/14/2012 04:00,,0.33,880.1,500.000,1.446,0.092,2.50,4.366,16.5,21.7,4.61,386,,3
3/14/2012 12:00,,0.33,953.5,405.760,1.015,0.080,2.67,3.995,15.0,22.1,4.91,392,,3
3/14/2012 20:00,,0.33,1051.0,350.970,0.754,0.065,2.49,2.692,14.9,22.2,4.69,396,,3
3/15/2012 04:00,,0.33,1142.0,245.500,0.586,0.063,2.59,1.931,14.8,22.5,4.92,399,,3
3/15/2012 12:00,,0.33,1260.0,185.570,0.485,0.065,2.81,1.785,15.3,23.1,5.20,408,,3
3/15/2012 20:00,,0.33,1320.0,148.140,0.412,0.066,2.88,1.582,15.7,23.7,5.28,425,,3
3/16/2012 04:00,,0.33,1315.0,114.360,0.343,0.063,2.98,1.511,16.1,24.6,5.48,441,,3
3/16/2012 12:00,,0.33,1270.0,93.097,0.291,0.055,3.05,1.334,16.6,25.7,5.90,458,,3
3/16/2012 20:00,,0.67,1184.0,79.349,0.252,0.056,3.15,1.186,17.3,27.3,5.92,479,,3
3/17/2012 20:00,,1.00,965.0,58.724,0.180,0.048,3.13,0.968,19.8,31.4,5.89,528,,3
3/18/2012 20:00,,0.83,662.0,55.714,0.159,0.042,2.82,0.908,21.2,33.2,5.39,555,,3
3/19/2012 12:00,,0.36,510.0,54.864,0.146,0.039,2.61,0.901,21.5,34.2,5.21,568,,3
3/19/2012 13:10,,0.17,505.2,58.037,0.140,0.034,2.63,0.920,21.4,34.9,5.03,580,,3
3/19/2012 20:00,,0.64,461.2,65.032,0.141,0.034,2.67,0.794,21.3,36.7,5.15,577,,3
3/20/2012 20:00,,1.00,359.2,49.610,0.139,0.029,2.57,0.937,22.0,37.6,5.15,593,,3
3/21/2012 20:00,,1.00,302.3,43.203,0.117,0.030,2.45,0.809,22.2,38.8,4.82,600,,3
3/22/2012 20:00,,1.00,272.7,48.283,0.119,0.029,2.30,0.810,22.8,38.9,4.75,606,,3
3/23/2012 20:00,,0.67,267.6,47.393,0.110,0.024,2.21,0.714,23.5,39.0,4.54,613,,3
3/24/2012 04:00,,0.33,506.8,126.910,0.233,0.033,2.07,1.095,21.2,35.5,4.51,564,,3
3/24/2012 12:00,,0.33,892.7,236.920,0.487,0.086,3.03,1.937,18.4,26.8,5.38,480,,3
3/24/2012 20:00,,0.33,980.4,355.750,0.748,0.127,3.29,2.882,13.7,20.1,5.71,397,,3
3/25/2012 04:00,,0.33,976.0,132.900,0.422,0.103,3.50,1.862,17.8,24.7,6.16,457,,3
3/25/2012 12:00,,0.33,969.4,135.790,0.413,0.085,3.73,1.861,16.9,25.5,6.47,442,,3
3/25/2012 20:00,,0.33,967.2,111.960,0.363,0.104,3.58,1.682,17.0,26.9,6.53,453,,3
3/26/2012 04:00,,0.33,965.0,106.350,0.337,0.088,3.49,1.605,16.9,25.9,6.41,457,,3
3/26/2012 12:00,,0.19,951.2,76.206,0.286,0.091,3.56,1.379,17.9,27.1,6.43,486,,3
3/26/2012 13:20,,0.17,946.6,67.595,0.227,0.073,3.73,1.350,19.3,29.5,6.71,510,,3
3/26/2012 20:00,,0.31,923.1,69.458,0.228,0.081,3.64,1.261,19.5,29.0,7.09,512,,3
3/27/2012 04:00,,0.33,865.4,57.117,0.209,0.075,3.57,1.216,20.2,30.1,7.06,532,,3
3/27/2012 12:00,,0.33,767.4,52.437,0.193,0.062,3.40,1.031,20.6,30.0,7.15,540,,3
3/27/2012 20:00,,0.67,647.6,54.316,0.182,0.062,3.32,1.061,21.7,31.0,7.19,551,,3
3/28/2012 20:00,,1.00,386.5,39.078,0.132,0.044,2.90,0.946,23.0,34.1,6.60,595,,3
3/29/2012 20:00,,1.00,290.6,27.746,0.102,0.037,2.74,0.668,23.3,36.7,5.92,608,,3
3/30/2012 20:00,,1.00,252.2,34.552,0.107,0.030,2.38,0.688,24.3,37.0,5.26,616,,3
3/31/2012 20:00,,1.00,272.7,22.947,0.088,0.025,2.23,0.603,23.9,37.8,5.13,618,,3
4/1/2012 20:00,,0.83,283.8,47.904,0.166,0.072,2.67,0.795,23.2,36.2,5.36,587,,4
4/2/2012 12:00,,0.36,292.4,43.325,0.105,0.036,2.11,0.673,22.0,34.9,5.23,595,,4
4/2/2012 13:15,,0.17,291.5,32.484,0.085,0.024,2.16,0.730,22.5,34.7,5.04,592,,4
4/2/2012 20:00,,0.64,287.9,31.518,0.095,0.024,2.12,0.677,21.7,34.6,4.71,590,,4
4/3/2012 20:00,,1.00,260.2,30.624,0.089,0.023,2.11,0.663,21.5,34.1,4.69,577,,4
4/4/2012 20:00,,1.00,238.6,28.649,0.083,0.023,1.90,0.658,22.7,35.4,4.40,592,,4
4/5/2012 20:00,,1.00,225.0,30.864,0.081,0.020,1.39,0.670,23.2,37.5,2.32,595,,4
4/6/2012 20:00,,1.00,206.0,18.849,0.076,0.020,1.76,0.621,22.1,36.4,3.86,599,,4
4/7/2012 20:00,,1.00,187.0,11.077,0.061,0.018,1.58,0.548,21.9,35.5,3.13,605,,4
4/8/2012 20:00,,0.83,176.0,28.083,0.071,0.018,1.50,0.573,22.5,36.1,2.84,610,,4
4/9/2012 12:00,,0.35,173.9,32.378,0.084,0.016,1.42,0.543,22.5,36.7,2.51,610,,4
4/9/2012 12:40,,0.17,173.9,29.896,0.075,0.010,1.42,0.676,23.0,38.8,2.44,615,,4
4/9/2012 20:00,,0.65,171.1,46.774,0.075,0.017,1.42,0.654,23.1,38.1,2.37,612,,4
4/10/2012 20:00,,1.00,161.4,5.284,0.084,0.029,1.34,0.880,23.0,38.1,2.08,615,,4
4/11/2012 20:00,,1.00,147.6,35.419,0.047,0.018,1.38,0.548,23.5,39.1,1.95,620,,4
4/12/2012 20:00,,1.00,138.4,-9.000,0.041,0.016,1.31,0.609,23.3,38.6,1.95,625,,4
4/13/2012 20:00,,1.00,131.2,14.075,0.039,0.014,1.27,0.525,24.0,39.9,1.75,629,,4
4/15/2012 20:00,,1.00,137.2,14.375,0.070,0.018,1.13,0.605,24.8,39.8,1.43,630,,4
4/16/2012 12:00,,0.35,139.6,35.846,0.074,0.015,1.17,0.510,24.2,40.6,1.27,630,,4
4/16/2012 13:00,,0.17,139.6,32.700,0.113,0.012,1.21,0.779,24.6,42.0,1.19,636,,4
4/16/2012 20:00,,0.65,140.8,30.303,0.092,0.018,1.11,0.683,24.3,42.5,1.80,630,,4
4/17/2012 20:00,,1.00,142.0,21.437,0.075,0.019,1.06,0.599,24.5,42.6,2.25,628,,4
4/18/2012 20:00,,1.00,133.0,29.115,0.095,0.015,0.91,0.708,25.1,41.6,1.58,628,,4
4/21/2012 20:00,,1.00,135.4,37.854,0.112,0.020,0.84,0.711,26.2,42.4,1.44,632,,4
4/22/2012 04:00,,0.85,136.0,25.367,0.103,0.031,0.86,0.663,30.0,42.7,1.56,645,,4
4/23/2012 13:00,,1.00,127.2,15.000,0.080,0.016,0.88,0.553,25.4,42.7,2.93,633,,4
4/30/2012 13:00,,1.00,105.4,8.804,0.053,0.001,0.95,0.545,26.5,44.6,1.01,645,,4
5/1/2012 20:00,,1.00,166.2,31.567,0.110,0.028,1.36,0.990,33.7,45.0,1.84,647,,5
5/2/2012 20:00,,1.00,189.4,18.801,0.079,0.014,1.79,0.723,32.3,44.0,2.60,645,,5
5/3/2012 20:00,,1.00,183.8,27.638,0.071,0.019,1.42,0.666,29.0,42.2,2.61,642,,5
5/4/2012 20:00,,0.67,161.4,20.629,0.070,0.019,1.26,0.660,26.8,39.0,2.92,624,,5
5/5/2012 04:00,,0.33,195.2,51.597,0.122,0.024,1.19,0.898,24.8,35.4,2.97,568,,5
5/5/2012 12:00,,0.33,191.0,147.020,0.287,0.058,3.58,1.960,23.8,34.8,4.42,573,,5
5/5/2012 20:00,,0.67,171.8,83.608,0.208,0.067,3.51,1.053,25.2,36.2,4.52,607,,5
5/6/2012 20:00,,0.83,143.4,30.083,0.088,0.032,1.87,0.706,25.4,39.4,3.83,635,,5
5/7/2012 12:00,,0.50,210.9,28.037,0.086,0.030,1.49,0.711,25.9,40.1,3.53,638,,5
5/7/2012 20:00,,0.33,423.8,1027.600,1.279,0.011,4.60,4.275,18.3,27.9,4.16,485,,5
5/8/2012 04:00,,0.33,442.5,236.420,0.454,0.043,6.73,2.012,22.4,29.4,5.50,527,,5
5/8/2012 12:00,,0.33,464.0,91.085,0.235,0.027,5.31,1.334,22.8,33.8,5.08,581,,5
5/8/2012 20:00,,0.33,476.0,101.220,0.251,0.020,5.98,1.724,25.0,35.0,5.53,572,,5
5/9/2012 04:00,,0.33,461.2,74.561,0.199,0.009,7.20,1.709,24.8,36.1,5.43,596,,5
5/9/2012 12:00,,0.33,426.6,55.493,0.164,0.003,5.82,1.606,23.2,34.1,5.76,579,,5
5/9/2012 20:00,,0.67,386.5,57.591,0.153,0.006,5.76,1.523,23.0,34.1,5.92,568,,5
5/10/2012 20:00,,1.00,258.4,33.000,0.104,0.009,3.86,0.946,23.9,35.5,6.12,600,,5
5/11/2012 20:00,,1.00,192.4,25.837,0.089,0.006,2.97,0.973,24.0,38.0,6.14,615,,5
5/12/2012 20:00,,1.00,159.6,29.850,0.091,0.017,2.44,0.800,24.3,38.4,6.09,629,,5
5/13/2012 20:00,,0.67,139.6,33.635,0.097,0.011,2.05,0.774,24.7,39.5,5.66,636,,5
5/14/2012 04:00,,1.00,136.0,35.943,0.090,0.012,2.00,0.786,24.8,39.4,5.52,642,,5
5/21/2012 12:58,,1.00,80.8,46.857,0.106,0.035,1.43,0.706,30.3,46.4,4.10,666,,5
5/29/2012 13:00,,1.00,56.7,41.986,0.154,0.071,0.89,0.691,30.1,48.0,7.76,689,,5
6/4/2012 12:50,,1.00,53.7,73.871,0.155,0.036,0.91,0.620,30.6,50.6,8.19,695,,6
6/11/2012 13:01,,1.00,33.4,55.853,0.141,0.063,0.47,0.514,33.5,53.0,6.56,707,,6
6/18/2012 12:42,,1.00,29.8,50.836,0.201,0.089,0.31,0.829,37.6,53.8,7.48,722,,6
6/25/2012 13:20,,1.00,22.6,45.400,0.242,0.123,0.33,0.780,37.5,51.9,11.02,709,,6
7/2/2012 13:14,,1.00,20.7,54.545,0.258,0.106,0.19,0.630,41.7,51.4,10.80,699,,7
7/9/2012 13:07,,1.00,23.7,41.266,0.329,0.179,0.06,1.151,60.8,51.6,11.83,740,,7
7/16/2012 12:43,,1.00,7.6,22.058,0.335,0.196,0.11,1.092,47.6,49.8,14.68,731,,7
7/23/2012 13:45,,1.00,26.6,50.471,0.180,0.050,6.56,1.602,30.3,57.5,9.06,560,,7
7/28/2012 12:00,,1.00,20.9,214.100,0.497,0.101,0.58,2.355,34.1,51.6,8.17,595,,7
7/30/2012 13:30,,1.00,22.3,63.300,0.234,0.096,0.36,0.947,41.0,53.3,7.84,650,,7
8/6/2012 13:30,,1.00,22.9,35.372,0.216,0.085,0.42,0.903,48.4,50.9,4.93,612,,8
8/13/2012 13:41,,1.00,30.1,51.372,0.176,0.075,0.61,0.745,41.5,50.7,7.85,636,,8
8/20/2012 13:20,,1.00,19.8,49.242,0.181,0.075,0.26,1.846,46.1,56.6,9.91,716,,8
8/27/2012 13:15,,1.00,22.3,64.550,0.188,0.058,0.32,0.694,44.9,51.2,7.78,642,,8
9/4/2012 14:05,,1.00,20.9,42.369,0.164,0.055,0.23,0.651,41.8,59.6,8.68,676,,9
9/10/2012 13:20,,1.00,24.0,55.530,0.202,0.094,0.18,0.687,49.8,55.8,8.83,707,,9
9/17/2012 13:00,,1.00,21.2,56.957,0.194,0.103,0.55,0.652,63.5,58.1,7.27,764,,9
9/24/2012 13:25,,1.00,28.8,40.955,0.127,0.054,0.12,0.513,43.5,56.5,5.33,688,,9
10/1/2012 13:10,,1.00,21.8,47.007,0.121,0.057,0.13,0.429,37.8,58.1,4.73,691,,10
10/8/2012 14:40,,1.00,29.1,30.067,0.140,0.069,0.06,0.373,45.7,58.5,5.45,722,,10
10/15/2012 13:45,,1.00,34.5,38.363,0.140,0.046,0.05,0.534,43.6,60.5,7.06,744,,10
10/22/2012 13:30,,1.00,53.7,27.123,0.179,0.093,0.10,0.668,41.0,60.4,9.60,747,,10
10/29/2012 13:40,,1.00,49.1,14.532,0.136,0.075,0.05,0.320,44.4,60.5,10.62,769,,10
11/5/2012 13:10,,1.00,52.9,5.135,0.080,0.061,0.16,0.402,41.8,64.2,9.42,751,,11
11/12/2012 13:35,,1.00,60.3,24.896,0.097,0.045,0.17,0.345,42.0,62.6,5.96,721,,11
11/19/2012 13:40,,1.00,51.6,3.434,0.045,0.023,0.25,0.288,44.1,69.7,4.17,738,,11
11/26/2012 13:10,,1.00,52.5,1.940,0.040,0.019,0.04,0.233,38.0,69.9,2.54,735,,11
12/3/2012 13:00,,1.00,46.2,13.864,0.067,0.024,0.05,0.363,39.3,71.0,1.94,739,,12
12/10/2012 13:10,,1.00,56.7,3.960,0.052,0.032,0.12,0.268,42.7,69.5,2.34,751,,12
12/17/2012 13:20,,1.00,65.8,7.669,0.031,0.015,0.46,0.322,36.9,73.4,3.45,748,,12
12/21/2012 20:00,,1.00,133.0,33.720,0.143,0.062,3.69,0.840,39.7,68.2,4.67,708,,12
1/7/2013 13:10,,1.00,53.7,1.958,0.033,0.013,0.99,0.326,46.9,91.7,4.90,857,,1
1/11/2013 20:00,,1.00,178.1,180.870,0.491,0.103,6.67,2.144,47.0,56.1,5.33,-9,,1
1/12/2013 04:00,,0.33,264.4,112.390,0.374,0.094,6.83,1.403,47.5,53.5,5.24,-9,,1
1/12/2013 12:00,,0.33,303.2,143.790,0.475,0.096,7.58,2.056,48.7,43.0,5.68,602,,1
1/12/2013 20:00,,0.33,300.5,118.080,0.438,0.101,8.47,2.508,42.8,43.5,5.95,583,,1
1/13/2013 04:00,,0.33,306.2,77.809,0.293,0.077,6.77,1.895,37.5,41.8,5.03,560,,1
1/13/2013 12:00,,0.33,500.4,232.460,0.625,0.135,7.77,2.449,33.4,40.6,5.78,562,,1
1/13/2013 20:00,,0.33,609.0,170.180,0.543,0.118,7.77,2.595,32.3,42.3,6.17,560,,1
